Name,Domain,Instance,No Drones,No Deliveries,Network,Deadline,Correlation Size,Trace,Generalized Variance,Largest Correlation Coefficient,Number of Constraints,MC Probability Booles,MC Probability Independent,MC Probability Correlated,Theoretical Probability Booles,Theoretical Probability Independent,Theoretical Probability Correlated,Booles Runtime,Indpendent Runtime,Correlated Runtime
drones_instance-35_network_5_deadline_11_corrsize_4,drones,35,4,1,5,11,3,0.7659967041053007,0.891050321552,0.3032,21,0.9982,0.9999,0.9999,1.0,0.9998099845855578,0.9998101270781637,0.10031533241271973,0.10223746299743652,0.12430763244628906
drones_instance-35_network_5_deadline_12_corrsize_2,drones,35,4,1,5,12,2,17.595985049815877,0.94787911,0.2283,21,0.9695,0.9695,0.9695,0.9567902882321537,0.9663604240248119,0.9662499343267781,0.06654644012451172,0.13933157920837402,0.6212544441223145
drones_instance-35_network_5_deadline_12_corrsize_3,drones,35,4,1,5,12,3,45.438775559496044,0.466567351964,0.4642,21,0.9743,0.9753,0.9748,0.9568298640593186,0.9743592347673773,0.9750577724866798,0.06752228736877441,0.14846038818359375,3.15959095954895
drones_instance-35_network_5_deadline_12_corrsize_4,drones,35,4,1,5,12,3,15.284237721915359,0.37499092452000005,0.6547,21,0.9992,1.0,1.0,1.0,0.9995757496946172,0.999603138616398,0.06638884544372559,0.10256457328796387,0.7094094753265381
drones_instance-35_network_5_deadline_13_corrsize_2,drones,35,4,1,5,13,2,26.85842236009293,0.54828159,0.6721,21,0.181,0.1766,0.1943,0.19626585489633702,0.24511266392336148,0.19039116687289448,0.06537318229675293,0.15685820579528809,0.5329804420471191
drones_instance-35_network_5_deadline_13_corrsize_3,drones,35,4,1,5,13,3,7.360719438406044,0.988660259816,0.0871,21,0.999,1.0,1.0,1.0,0.9998099845855578,0.999810000281146,0.06950020790100098,0.13403582572937012,0.12061071395874023
drones_instance-35_network_5_deadline_13_corrsize_4,drones,35,4,1,5,13,3,41.143904533475556,0.181218204126,0.7583,21,0.7958,0.7958,0.7994,0.7335552323600724,0.7755324130350824,0.8082650663972354,0.06676197052001953,0.13701605796813965,6.256404876708984
drones_instance-35_network_5_deadline_14_corrsize_2,drones,35,4,1,5,14,2,18.959088395786356,0.99618076,0.0618,21,0.9789,0.9786,0.9791,0.9720954510595646,0.9782875323757765,0.9781737788650833,0.06864213943481445,0.17531466484069824,0.20679545402526855
drones_instance-35_network_5_deadline_14_corrsize_3,drones,35,4,1,5,14,3,21.443172681263807,0.937653202272,0.2362,21,0.9829,0.9829,0.9829,0.9769888807456593,0.9820892003826028,0.982044516466504,0.06797385215759277,0.3591315746307373,0.7368957996368408
drones_instance-35_network_5_deadline_14_corrsize_4,drones,35,4,1,5,14,3,15.760909644685258,0.5634251704700001,0.4783,21,0.9495,0.9489,0.9495,0.9371488776804002,0.9504109677070954,0.9517439913876373,0.0673515796661377,0.14787793159484863,0.7107598781585693
drones_instance-35_network_6_deadline_10_corrsize_2,drones,35,4,1,6,10,2,14.75076330586967,0.11959310999999993,0.9383,21,0.999,0.999,0.999,0.9993426569511253,0.9978918642940457,0.998280888586524,0.0655052661895752,0.312389612197876,0.13636374473571777
drones_instance-35_network_6_deadline_10_corrsize_3,drones,35,4,1,6,10,3,29.31086208154485,0.378411265484,0.7274,21,0.8599,0.8637,0.8633,0.8210603325163566,0.8542235290382968,0.8578627257860176,0.06703305244445801,0.26280665397644043,2.9831039905548096
drones_instance-35_network_6_deadline_10_corrsize_4,drones,35,4,1,6,10,3,9.101943618397454,0.9776611445,0.105,21,0.3317,0.3359,0.3344,0.2969355695245681,0.3540518775339557,0.3379352835034138,0.06719851493835449,0.127716064453125,0.8171801567077637
drones_instance-35_network_6_deadline_11_corrsize_2,drones,35,4,1,6,11,2,31.52538072761084,0.53200719,0.6841,21,0.9488,0.9488,0.9492,0.9281463070165237,0.9434719197379964,0.9490995135998282,0.06565737724304199,0.3479623794555664,0.29279351234436035
drones_instance-35_network_6_deadline_11_corrsize_3,drones,35,4,1,6,11,3,13.584107159921702,0.06690052216000013,0.5184,21,0.905,0.905,0.905,0.8725021239660831,0.8965570751821467,0.9082576338965186,0.06541800498962402,0.13056206703186035,12.293463706970215
drones_instance-35_network_6_deadline_11_corrsize_4,drones,35,4,1,6,11,3,33.396599788188034,0.9801854316799999,0.0843,21,nan,0.164,0.1643,nan,0.14557325643526903,0.16182209578161458,nan,0.2936668395996094,1.4858460426330566
drones_instance-35_network_6_deadline_12_corrsize_2,drones,35,4,1,6,12,2,15.269242805564575,0.6122447099999999,0.6227,21,0.3105,0.3103,0.3156,0.30224274002712936,0.3601309617131572,0.3158049783230648,0.06714034080505371,0.15357208251953125,0.42895936965942383
drones_instance-35_network_6_deadline_12_corrsize_3,drones,35,4,1,6,12,3,20.84756204924634,0.15148247143999996,0.7799,21,0.8495,0.8495,0.8507,0.8041845272698208,0.8377074754548953,0.8470435506084266,0.0670318603515625,0.12639975547790527,10.985973834991455
drones_instance-35_network_6_deadline_12_corrsize_4,drones,35,4,1,6,12,3,27.084637832785997,0.07701084248000002,0.6676,21,0.2786,0.2895,0.3004,0.17583259911333268,0.22465145112556476,0.2941220683174966,0.06909942626953125,0.1580815315246582,14.107391595840454
drones_instance-35_network_6_deadline_13_corrsize_2,drones,35,4,1,6,13,2,23.69758229585,0.94268764,0.2394,21,0.9382,0.9382,0.9382,0.9221944379158381,0.9382408299811805,0.9378638110356482,0.0680079460144043,0.13482666015625,0.25730061531066895
drones_instance-35_network_6_deadline_13_corrsize_3,drones,35,4,1,6,13,3,8.499790797399564,0.9941468076000001,0.068,21,0.9984,0.9992,0.9995,1.0,0.9992018287487279,0.9995242362658611,0.06916117668151855,0.1102292537689209,0.572948694229126
drones_instance-35_network_6_deadline_13_corrsize_4,drones,35,4,1,6,13,3,19.032896056496764,0.714859765616,0.3708,21,0.8601,0.8619,0.8615,0.8141303697508495,0.8476715963931288,0.862679529052861,0.06663131713867188,0.1879286766052246,0.5257890224456787
drones_instance-35_network_6_deadline_14_corrsize_2,drones,35,4,1,6,14,2,12.763722222586537,0.948016,0.228,21,0.9987,1.0,1.0,1.0,0.9998099845855578,0.9998094269680238,0.06737995147705078,0.1057736873626709,0.12191891670227051
drones_instance-35_network_6_deadline_14_corrsize_3,drones,35,4,1,6,14,3,19.581468099530124,0.93970532384,0.2026,21,0.9865,0.9865,0.9865,0.9844207001208635,0.9877808495166014,0.9876705168605859,0.06728291511535645,0.15146541595458984,0.5783531665802002
drones_instance-35_network_6_deadline_14_corrsize_4,drones,35,4,1,6,14,3,16.18795534673043,0.690302438,0.44,21,0.9985,0.9999,0.9999,1.0,0.9998099845855578,0.9998129068523197,0.06715917587280273,0.08058929443359375,0.14381146430969238
drones_instance-35_network_7_deadline_10_corrsize_2,drones,35,4,1,7,10,2,14.061818902927383,0.63723471,0.6023,21,nan,0.0,0.0003,nan,0.0025059673376213783,0.00025178265983594975,nan,0.2871134281158447,0.7595639228820801
drones_instance-35_network_7_deadline_10_corrsize_3,drones,35,4,1,7,10,3,18.30307135140178,0.26892103328,0.823,21,nan,0.0,0.001,nan,0.006833620101432306,0.0009107682318251823,nan,0.2994673252105713,1.7671751976013184
drones_instance-35_network_7_deadline_10_corrsize_4,drones,35,4,1,7,10,3,15.715333184641937,0.4611236751299999,0.6699,21,nan,0.0039,0.0099,nan,0.023437969258742815,0.010896371299112782,nan,0.2405226230621338,1.2747297286987305
drones_instance-35_network_7_deadline_11_corrsize_2,drones,35,4,1,7,11,2,37.922920079022326,0.93953319,0.2459,21,0.5515,0.5627,0.5639,0.4793138476897789,0.5435879682796835,0.560176528326477,0.06605339050292969,0.14977002143859863,0.3096754550933838
drones_instance-35_network_7_deadline_11_corrsize_3,drones,35,4,1,7,11,3,20.397724847752126,0.57795892352,0.4755,21,0.8969,0.9003,0.9003,0.8568498069321431,0.884915789727328,0.8928402762769917,0.06700944900512695,0.18061470985412598,1.9588890075683594
drones_instance-35_network_7_deadline_11_corrsize_4,drones,35,4,1,7,11,3,29.430867497782824,0.5042943167760001,0.4478,21,0.9493,0.9493,0.9493,0.9340342312012484,0.9479832993769057,0.9506260621725611,0.06671357154846191,0.1364154815673828,2.358464479446411
drones_instance-35_network_7_deadline_12_corrsize_2,drones,35,4,1,7,12,2,19.294383125202234,0.99924924,0.0274,21,0.835,0.835,0.835,0.805207393590227,0.8385597568550157,0.8382067797382358,0.06761550903320312,0.1326310634613037,0.20402956008911133
drones_instance-35_network_7_deadline_12_corrsize_3,drones,35,4,1,7,12,3,1.3063369173104038,0.952960857632,0.2013,21,0.9983,1.0,1.0,1.0,0.9998099845855578,0.9998101102175908,0.10186934471130371,0.1047983169555664,0.12267684936523438
drones_instance-35_network_7_deadline_12_corrsize_4,drones,35,4,1,7,12,3,14.13781396837515,0.817989917664,0.3546,21,nan,0.083,0.0816,nan,0.04898812122371773,0.08654636313917402,nan,0.23154091835021973,1.1403412818908691
drones_instance-35_network_7_deadline_13_corrsize_2,drones,35,4,1,7,13,2,24.001571487358714,0.75665511,0.4933,21,0.9982,0.9991,0.999,1.0,0.998751338048027,0.9987252796876543,0.06535601615905762,0.4548482894897461,0.14189910888671875
drones_instance-35_network_7_deadline_13_corrsize_3,drones,35,4,1,7,13,3,7.533994063209086,0.5783616270799999,0.483,21,0.9982,0.9991,0.9996,1.0,0.9992347374049776,0.9995596886659696,0.0674428939819336,0.32033586502075195,0.43179774284362793
drones_instance-35_network_7_deadline_13_corrsize_4,drones,35,4,1,7,13,3,3.638442906034974,0.910556868096,0.2192,21,0.9991,1.0,1.0,1.0,0.9998099845855578,0.9998101793997173,0.06813478469848633,0.10205268859863281,0.11945676803588867
drones_instance-35_network_7_deadline_14_corrsize_2,drones,35,4,1,7,14,2,26.084010206741237,0.48174399,0.7199,21,0.668,0.6774,0.6883,0.5728850703447137,0.6288293675029836,0.6821593569298307,0.06634807586669922,0.15707039833068848,0.44273996353149414
drones_instance-35_network_7_deadline_14_corrsize_3,drones,35,4,1,7,14,3,19.32290826762718,0.7689600088799999,0.3516,21,0.9987,1.0,1.0,1.0,0.9998099845855578,0.9998134263647664,0.06664490699768066,0.10406112670898438,0.5427160263061523
drones_instance-35_network_7_deadline_14_corrsize_4,drones,35,4,1,7,14,3,13.888855326597296,0.918963069552,0.2537,21,0.998,0.999,0.999,1.0,0.9992502668000257,0.999239496411694,0.06725621223449707,0.1019737720489502,0.11888909339904785
drones_instance-35_network_8_deadline_10_corrsize_2,drones,35,4,1,8,10,2,15.612102793939014,0.99722271,0.0527,21,nan,0.0706,0.0714,nan,0.06819731874356721,0.07124174366614654,nan,0.25365233421325684,0.9029145240783691
drones_instance-35_network_8_deadline_10_corrsize_3,drones,35,4,1,8,10,3,30.159547936036518,0.67581045764,0.4135,21,nan,0.0004,0.0005,nan,0.0012002272485524563,0.0005927125888840854,nan,0.30210375785827637,1.5114490985870361
drones_instance-35_network_8_deadline_10_corrsize_4,drones,35,4,1,8,10,3,18.447639892552555,0.9099945231840001,0.2157,21,nan,0.0004,0.0004,nan,0.00038355897112250163,0.0005073198115530947,nan,0.2715492248535156,0.8629920482635498
drones_instance-35_network_8_deadline_11_corrsize_2,drones,35,4,1,8,11,2,14.351572616242066,0.82225344,0.4216,21,0.8943,0.8943,0.8943,0.8698475413729965,0.8942266469989499,0.8928966036754657,0.06773567199707031,0.13498139381408691,0.3720581531524658
drones_instance-35_network_8_deadline_11_corrsize_4,drones,35,4,1,8,11,3,18.3682476830287,0.889366179104,0.3292,21,0.4946,0.5042,0.5027,0.4679789404697131,0.5345951653058941,0.5172774218471727,0.06644439697265625,0.1504230499267578,0.8796613216400146
drones_instance-35_network_8_deadline_12_corrsize_2,drones,35,4,1,8,12,2,32.1232492818804,0.99796599,0.0451,21,0.9634,0.9645,0.9634,0.953207864971532,0.963397217452434,0.9631385966458178,0.06603288650512695,0.1577305793762207,0.2389986515045166
drones_instance-35_network_8_deadline_12_corrsize_3,drones,35,4,1,8,12,3,27.361424581450475,0.974081281856,0.1006,21,0.9109,0.9115,0.9109,0.8919969818716511,0.9138258070201827,0.9138222999750522,0.06836271286010742,0.15125203132629395,0.4046478271484375
drones_instance-35_network_8_deadline_12_corrsize_4,drones,35,4,1,8,12,3,37.248946435598334,0.80861761184,0.3182,21,0.3742,0.3822,0.3866,0.3185857458708578,0.3810602421970597,0.38690692063401777,0.06679821014404297,0.15379762649536133,0.9068474769592285
drones_instance-35_network_8_deadline_13_corrsize_2,drones,35,4,1,8,13,2,20.932326324312267,0.18729775000000004,0.9015,21,0.966,0.966,0.966,0.9565759874594999,0.966182180730545,0.966101830425968,0.06754088401794434,0.1382439136505127,1.876826286315918
drones_instance-35_network_8_deadline_13_corrsize_3,drones,35,4,1,8,13,3,9.539020268734285,0.90142215516,0.2029,21,0.9945,0.9947,0.9946,0.9939959272460345,0.994712708838037,0.9947395874041289,0.06742191314697266,0.14216899871826172,0.3006706237792969
drones_instance-35_network_8_deadline_13_corrsize_4,drones,35,4,1,8,13,3,27.825653077616348,0.4099814286720001,0.5826,21,0.9833,0.9831,0.9833,0.976898742877647,0.9820252587393674,0.9832140693681415,0.06913280487060547,0.19094419479370117,8.429397821426392
drones_instance-35_network_8_deadline_14_corrsize_2,drones,35,4,1,8,14,2,10.222415498893035,0.29002523999999996,0.8426,21,0.936,0.9382,0.94,0.9106808136260242,0.9292339753075614,0.9414192052291795,0.0656592845916748,0.19498682022094727,0.6466546058654785
drones_instance-35_network_8_deadline_14_corrsize_3,drones,35,4,1,8,14,3,2.766700729063938,0.3779396231039999,0.6166,21,0.9983,1.0,1.0,1.0,0.9998099845855578,0.9998237804879165,0.06807303428649902,0.10921955108642578,4.622098684310913
drones_instance-35_network_8_deadline_14_corrsize_4,drones,35,4,1,8,14,3,38.85840800851066,0.856789604096,0.2672,21,0.9898,0.9898,0.9898,0.9873251547631823,0.9898898689517766,0.9899314785500789,0.06602954864501953,0.13518452644348145,0.28475379943847656
drones_instance-35_network_9_deadline_10_corrsize_2,drones,35,4,1,9,10,2,8.129203737985755,0.89932071,0.3173,21,nan,0.0,0.0,nan,2.28420246932481e-05,9.811060230325139e-05,nan,0.26381564140319824,0.6299891471862793
drones_instance-35_network_9_deadline_10_corrsize_3,drones,35,4,1,9,10,3,13.848714525133948,0.9427100349199999,0.1455,21,0.2576,0.258,0.2576,0.1989626717066433,0.24664628028941563,0.25735117930571993,0.06666302680969238,0.15403509140014648,0.4035606384277344
drones_instance-35_network_9_deadline_10_corrsize_4,drones,35,4,1,9,10,3,12.209943250885729,0.75621121604,0.3289,21,nan,0.1169,0.1241,nan,0.11773855826375554,0.12377650104189802,nan,0.4085712432861328,1.0956635475158691
drones_instance-35_network_9_deadline_11_corrsize_2,drones,35,4,1,9,11,2,30.167126956036622,0.96845824,0.1776,21,0.2707,0.2765,0.2763,0.2164740498300141,0.2652566750964717,0.28229618110161087,0.06505179405212402,0.15488886833190918,0.33109354972839355
drones_instance-35_network_9_deadline_11_corrsize_3,drones,35,4,1,9,11,3,18.965159554281467,0.6531101038439999,0.4521,21,nan,0.0772,0.0889,nan,0.1456844433346756,0.08780734342003567,nan,0.28058552742004395,2.69750714302063
drones_instance-35_network_9_deadline_11_corrsize_4,drones,35,4,1,9,11,3,30.08352101796037,0.02808183347999997,0.6238,21,0.8349,0.8357,0.8444,0.7762654811062598,0.8140564198259783,0.8407955884194955,0.06758975982666016,0.1695244312286377,35.968215465545654
drones_instance-35_network_9_deadline_12_corrsize_2,drones,35,4,1,9,12,2,3.307797821394807,0.99223839,0.0881,21,0.9982,1.0,1.0,1.0,0.9998099845855578,0.9998099367035058,0.06496167182922363,0.1071922779083252,0.11772799491882324
drones_instance-35_network_9_deadline_12_corrsize_3,drones,35,4,1,9,12,3,5.771958989017137,0.9223229232000001,0.2012,21,0.9983,0.9997,0.9997,1.0,0.9993195546982524,0.9993123968088071,0.06716632843017578,0.12738561630249023,0.21268367767333984
drones_instance-35_network_9_deadline_12_corrsize_4,drones,35,4,1,9,12,3,30.482898058007184,0.19286625799999987,0.6248,21,0.7568,0.7568,0.7644,0.6895108007694389,0.7358860872983403,0.7666245305194688,0.06766939163208008,0.11176204681396484,9.878090143203735
drones_instance-35_network_9_deadline_13_corrsize_2,drones,35,4,1,9,13,2,21.864692253719713,0.89050519,0.3309,21,0.9797,0.9799,0.9797,0.9718703567877972,0.9781353721521692,0.9781682751821055,0.06611871719360352,0.1591939926147461,0.17128944396972656
drones_instance-35_network_9_deadline_13_corrsize_3,drones,35,4,1,9,13,3,17.422389446849333,0.39102264589599983,0.6558,21,0.9225,0.9231,0.9225,0.8940014741207025,0.9153728701786632,0.9268492199263386,0.06657052040100098,0.15098977088928223,1.9371495246887207
drones_instance-35_network_9_deadline_13_corrsize_4,drones,35,4,1,9,13,3,18.283052382116637,0.4339217674,0.621,21,0.402,0.4152,0.4403,0.35659485422991594,0.4379309825100234,0.4297667564694961,0.06699919700622559,0.17492222785949707,6.237723112106323
drones_instance-35_network_9_deadline_14_corrsize_2,drones,35,4,1,9,14,2,7.720179494562493,0.99748999,0.0501,21,0.9987,1.0,1.0,1.0,0.9998099845855578,0.9998099703660943,0.0681617259979248,0.10043859481811523,0.12074017524719238
drones_instance-35_network_9_deadline_14_corrsize_3,drones,35,4,1,9,14,3,22.767194522160683,0.24017206449600004,0.5528,21,0.9972,0.9998,0.9998,0.9389239470370926,0.9998099845855578,0.9998171421013631,0.06903839111328125,0.10646533966064453,10.73252272605896
drones_instance-35_network_9_deadline_14_corrsize_4,drones,35,4,1,9,14,3,24.524036167008294,0.13657914691999998,0.4915,21,0.9981,0.9987,0.9987,1.0,0.9985938796504,0.9981906978968005,0.06560516357421875,0.3234403133392334,24.42797040939331
drones_instance-36_network_10_deadline_10_corrsize_2,drones,36,4,1,10,10,2,8.218694748305126,0.4087927899999999,0.7689,30,0.201,0.2053,0.217,0.11798773132244061,0.1586843189278964,0.2156825855732807,0.11222147941589355,0.23696613311767578,0.386563777923584
drones_instance-36_network_10_deadline_10_corrsize_3,drones,36,4,1,10,10,3,9.87353444172901,0.148770085456,0.8463,30,nan,0.0,0.0,nan,1.8282833936657168e-07,1.0071431148410556e-09,nan,0.357421875,4.336303949356079
drones_instance-36_network_10_deadline_10_corrsize_4,drones,36,4,1,10,10,4,19.437315397080265,0.8114926848146121,0.2133,30,nan,0.0003,0.0003,nan,0.00019554801463006566,0.00012188380193044983,nan,0.48508667945861816,2.244117259979248
drones_instance-36_network_10_deadline_11_corrsize_2,drones,36,4,1,10,11,2,6.8123968471441785,0.95619351,0.2093,30,nan,0.0,0.0,nan,0.00015713777099059806,8.502674355764924e-05,nan,0.3521137237548828,0.6101994514465332
drones_instance-36_network_10_deadline_11_corrsize_3,drones,36,4,1,10,11,3,19.373309063186937,0.9670100119280001,0.1183,30,nan,0.0121,0.0138,nan,0.01692319082073919,0.012139099884552454,nan,0.4378774166107178,1.2912144660949707
drones_instance-36_network_10_deadline_11_corrsize_4,drones,36,4,1,10,11,4,12.4130438264114,0.7165282400695808,0.3844,30,0.0485,0.0527,0.0526,0.0695919696392858,0.09969761088878372,0.05120021987855688,0.11151695251464844,0.27783703804016113,5.190285682678223
drones_instance-36_network_10_deadline_12_corrsize_2,drones,36,4,1,10,12,2,6.792224149211376,0.83345439,0.4081,30,0.9966,0.9968,0.9969,0.9995190972525559,0.996891048186896,0.9969140259445077,0.10813117027282715,0.36046361923217773,0.8366107940673828
drones_instance-36_network_10_deadline_12_corrsize_3,drones,36,4,1,10,12,3,13.29272121220599,0.229306163456,0.8638,30,0.9963,0.9998,0.9998,1.0,0.9996833277018298,0.9997096461863113,0.11020874977111816,0.15308761596679688,3.120180368423462
drones_instance-36_network_10_deadline_12_corrsize_4,drones,36,4,1,10,12,4,23.404362587472622,0.06410236196906005,0.6338,30,0.2074,0.2112,0.2162,0.15103039397842768,0.19763953095055234,0.21223128288796908,0.11048364639282227,0.25013184547424316,81.82124519348145
drones_instance-36_network_10_deadline_13_corrsize_2,drones,36,4,1,10,13,2,28.348105530799778,0.435999,0.751,30,0.9626,0.9625,0.9626,0.9493553726856857,0.9611828076250913,0.9639416961312551,0.11270809173583984,0.24492669105529785,0.439037561416626
drones_instance-36_network_10_deadline_13_corrsize_3,drones,36,4,1,10,13,3,7.047679130731114,0.9454402346719999,0.1501,30,0.9981,0.9987,0.9988,1.0,0.9978959906030384,0.998090991648166,0.10968804359436035,0.6314785480499268,0.18361258506774902
drones_instance-36_network_10_deadline_13_corrsize_4,drones,36,4,1,10,13,4,5.708801205247398,0.6853697682575649,0.4192,30,0.9964,1.0,1.0,1.0,0.9996833277018298,0.9996836400084542,0.1105036735534668,0.18422889709472656,0.1751863956451416
drones_instance-36_network_10_deadline_14_corrsize_2,drones,36,4,1,10,14,2,5.08454485564433,0.8873726399999999,0.3356,30,0.997,0.9999,0.9999,1.0,0.9996833277018298,0.9996840745847986,0.10796403884887695,0.1554267406463623,0.16478514671325684
drones_instance-36_network_10_deadline_14_corrsize_3,drones,36,4,1,10,14,3,12.615887821978376,0.993493034,0.0599,30,0.9979,0.9993,0.9994,1.0,0.9990982090431999,0.9991035365737372,0.1115572452545166,0.19750261306762695,0.6255147457122803
drones_instance-36_network_10_deadline_14_corrsize_4,drones,36,4,1,10,14,4,11.864741147634849,0.5587530531690216,0.4525,30,0.9442,0.9442,0.9442,0.9271934925448946,0.9423668704554233,0.9453650590760903,0.11165928840637207,0.560126543045044,1.68809175491333
drones_instance-36_network_1_deadline_10_corrsize_2,drones,36,4,1,1,10,2,15.974215819965252,0.8771497500000001,0.3505,30,0.1973,0.1973,0.1973,0.13746304062333498,0.17978781845198685,0.20078850352692354,0.10888457298278809,0.23133134841918945,0.28185248374938965
drones_instance-36_network_1_deadline_10_corrsize_3,drones,36,4,1,1,10,3,14.677042010955585,0.83950082352,0.2515,30,0.1643,0.1662,0.1691,0.15831234175440928,0.20721040507273478,0.17388732825362202,0.11390995979309082,0.2445511817932129,0.9499740600585938
drones_instance-36_network_1_deadline_10_corrsize_4,drones,36,4,1,1,10,4,8.125580653265462,0.9831163385079887,0.1058,30,0.1743,0.1762,0.1743,0.12037287865755836,0.1618791977194544,0.16723528488207426,0.11133193969726562,0.22859525680541992,0.423917293548584
drones_instance-36_network_1_deadline_11_corrsize_2,drones,36,4,1,1,11,2,17.728618792271345,0.99089884,0.0954,30,nan,0.0117,0.0119,nan,0.013027947423254345,0.011508448239514416,nan,0.4196481704711914,0.666128396987915
drones_instance-36_network_1_deadline_11_corrsize_3,drones,36,4,1,1,11,3,20.892697179283658,0.92264640444,0.2134,30,0.5243,0.5252,0.5243,0.4529889522585917,0.5175636545425656,0.535751842858868,0.10829019546508789,0.24863362312316895,0.46950840950012207
drones_instance-36_network_1_deadline_11_corrsize_4,drones,36,4,1,1,11,4,35.51996755092064,0.09833895281219561,0.6772,30,0.7322,0.731,0.7352,0.682530542238282,0.7362034584174907,0.7383463028462437,0.10966873168945312,0.38606929779052734,67.03062796592712
drones_instance-36_network_1_deadline_12_corrsize_2,drones,36,4,1,1,12,2,26.949033078279975,0.07820799000000013,0.9601,30,nan,0.0514,0.0612,nan,0.024424449271841515,0.06343826291655816,nan,0.39612817764282227,0.7949388027191162
drones_instance-36_network_1_deadline_12_corrsize_3,drones,36,4,1,1,12,3,16.127581457782632,0.10005238785600017,0.7057,30,0.8578,0.8588,0.8591,0.8317346012478442,0.8649102136864392,0.8632866074393506,0.10990548133850098,0.25052475929260254,12.64848279953003
drones_instance-36_network_1_deadline_12_corrsize_4,drones,36,4,1,1,12,4,9.720773841404212,0.3075441409116442,0.4821,30,0.7212,0.7245,0.7257,0.6466061543859578,0.7044032379111081,0.7325225356633053,0.10870742797851562,0.2326648235321045,38.617764949798584
drones_instance-36_network_1_deadline_13_corrsize_2,drones,36,4,1,1,13,2,47.1793651607572,0.7665177599999999,0.4832,30,nan,0.0397,0.0414,nan,0.024874578805217356,0.03797014970771219,nan,0.37587499618530273,0.9599146842956543
drones_instance-36_network_1_deadline_13_corrsize_3,drones,36,4,1,1,13,3,10.54516786057144,0.17377485108000004,0.7985,30,0.9971,0.9978,0.9985,1.0,0.9980049945957903,0.9985323236976826,0.11046385765075684,0.48793649673461914,7.701913356781006
drones_instance-36_network_1_deadline_13_corrsize_4,drones,36,4,1,1,13,4,22.825436716050746,0.04840344222320252,0.4945,30,0.9976,0.9997,0.9997,1.0,0.9995316336383561,0.9995965827624584,0.10878753662109375,0.15433859825134277,151.6269862651825
drones_instance-36_network_1_deadline_14_corrsize_2,drones,36,4,1,1,14,2,17.152796405597925,0.96930496,0.1752,30,0.9948,0.9944,0.9944,0.9970977673617915,0.9955597719067215,0.9955086792489217,0.10770010948181152,0.5365147590637207,0.2274796962738037
drones_instance-36_network_1_deadline_14_corrsize_3,drones,36,4,1,1,14,3,9.264023452918718,0.38794472865,0.6869,30,nan,0.0296,0.0335,nan,0.006117873423411234,0.03137240669086017,nan,0.3632676601409912,2.117077112197876
drones_instance-36_network_1_deadline_14_corrsize_4,drones,36,4,1,1,14,4,31.95325734230239,0.3056540102504101,0.6046,30,0.9973,0.9974,0.9976,1.0,0.9973486527215217,0.997627410024941,0.11127948760986328,0.5704936981201172,29.460337162017822
drones_instance-36_network_2_deadline_10_corrsize_2,drones,36,4,1,2,10,2,29.335801697591382,0.98907975,0.1045,30,0.0317,0.0395,0.0394,0.023660270558050908,0.042499125634767806,0.039435927832677624,0.1094198226928711,0.24433588981628418,0.30156898498535156
drones_instance-36_network_2_deadline_10_corrsize_3,drones,36,4,1,2,10,3,29.46149762855335,0.9050292708800001,0.211,30,0.0855,0.0888,0.0889,0.04734487485600478,0.07052071522556594,0.08419472817463922,0.11379814147949219,0.2469344139099121,0.7252693176269531
drones_instance-36_network_2_deadline_10_corrsize_4,drones,36,4,1,2,10,4,11.17024718506396,0.5536237319095311,0.4636,30,0.1404,0.149,0.1513,0.16495636567977162,0.21552940858273,0.1492581616727676,0.11190128326416016,0.2274947166442871,5.697514533996582
drones_instance-36_network_2_deadline_11_corrsize_2,drones,36,4,1,2,11,2,28.116025473434348,0.99394716,0.0778,30,0.6852,0.6901,0.6898,0.6381663842513846,0.6959461095972246,0.6945773354358401,0.10783600807189941,0.2593119144439697,0.26454877853393555
drones_instance-36_network_2_deadline_11_corrsize_3,drones,36,4,1,2,11,3,7.6747004664511325,0.19746964007999995,0.8842,30,0.8957,0.8966,0.8962,0.8687231420549255,0.8954252878085673,0.8950676585978763,0.11131477355957031,0.22342634201049805,5.656652450561523
drones_instance-36_network_2_deadline_11_corrsize_4,drones,36,4,1,2,11,4,19.592032388967045,0.01735741033498361,0.8545,30,0.808,0.8076,0.8079,0.7571322433486247,0.8016961542443992,0.8114539694913516,0.10943818092346191,0.2325761318206787,104.46016430854797
drones_instance-36_network_2_deadline_12_corrsize_2,drones,36,4,1,2,12,2,5.702453913579074,0.69175296,0.5552,30,0.9845,0.9855,0.9857,0.9827383721518332,0.985874054072935,0.9859618701669275,0.10999608039855957,0.22459912300109863,1.8589153289794922
drones_instance-36_network_2_deadline_12_corrsize_3,drones,36,4,1,2,12,3,12.144615862599274,0.72627845255,0.3865,30,0.3794,0.3832,0.383,0.32964474060950666,0.3934200670017322,0.39006628567540563,0.11149406433105469,0.287076473236084,1.509721279144287
drones_instance-36_network_2_deadline_12_corrsize_4,drones,36,4,1,2,12,4,12.382634717043302,0.7418978130506826,0.4045,30,0.9977,0.9997,0.9996,1.0,0.9996833277018298,0.9996836501347276,0.11005568504333496,0.12672924995422363,0.17841005325317383
drones_instance-36_network_2_deadline_13_corrsize_2,drones,36,4,1,2,13,2,4.840545935171035,0.3064441600000001,0.8328,30,0.9969,0.9987,0.999,1.0,0.9985589906425434,0.9989153041192214,0.1087331771850586,0.1611614227294922,1.5693128108978271
